推广账户,推广计划,推广组,关键词,平均排名,展示次数,点击次数,点击率,总费用,平均每次点击费用
游族大皇帝,三国志,三国志网页游戏,三国志13网页游戏,3,2,0,0%,0.00,0
游族大皇帝,三国志-短语,三国志-短语,三国志12,4,320,1,0.31%,1.94,1.94
游族大皇帝,通用词-T1,通用词15,"网页游戏 角色扮演",6,16,1,6.25%,2.45,2.45
游族大皇帝,通用词-T2,通用词28,pk最爽的网络游戏,10,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词32,2014年2d回合制网游,9,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,轮回侠影,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,qq九仙,1,222,6,2.7%,7.04,1.17
游族大皇帝,竞品词,竞品词-页游2,缘来斗地主,1,4,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,江山多娇,4,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,小伟江湖,1,11,4,36.36%,2.05,0.51
游族大皇帝,竞品词,竞品词-策略2,单机三国群英传3,5,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略4,三国志加强版下载,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,三国刘季玉,2,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,无双鬼才,3,15,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,折冲,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,洛神传,1,2,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7黑屏,3,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7flag,2,3,0,0%,0.00,0
游族大皇帝,三国游戏,最三国-拓展,最游戏放开那三国,1,1,0,0%,0.00,0
游族大皇帝,三国游戏,三国志全面战争-拓展,"三国 全面战争",1,8,0,0%,0.00,0
游族大皇帝,三国游戏,三国游戏,战略三国,3,16,1,6.25%,3.57,3.57
游族大皇帝,通用词-T1-短语,通用词10-短语,最2d游戏,8,4,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词22-短语,皇帝网页游戏,4,15,4,26.67%,4.00,1
游族大皇帝,通用词-T2-短语,通用词27-短语,闯关游戏,4,265,3,1.13%,2.91,0.97
游族大皇帝,三国无双-短语,三国无双-短语,三国无双,4,280,0,0%,0.00,0
游族大皇帝,三国志-短语,三国志-短语,三国志11,4,558,6,1.08%,6.00,1
游族大皇帝,通用词-T1,通用词01,哪种网络游戏最好玩,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,哪款三国游戏好玩,6,1,1,100%,3.00,3
游族大皇帝,通用词-T1,通用词03,最新网络游戏公测表,7,20,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词05,最新不删档内测网游,6,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,微端游戏,8,12,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,微客户端网游,9,6,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,模拟养成类网页游戏,8,4,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词16,网络棋牌游戏排行榜,10,10,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,什么页游好玩不花钱,5,7,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人气最高的网游,10,8,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词18,热门策略页游,7,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,纯免费网页游戏,5,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词31,2014新出回合制网游,8,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,梦隋唐,2,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,天宠岛,2,28,3,10.71%,4.47,1.49
游族大皇帝,竞品词,竞品词-页游1,侠义无双,5,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,仙风道,4,10,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,海宝彩虹城,1,8,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,小小名将,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,地城守护者,3,20,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略2,战国风云官网,2,2,2,100%,2.86,1.43
游族大皇帝,人群词,三国小说2,大帝刘宏,3,8,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,赵云自传,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,四国演义,1,5,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,周郎,1,2,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,战争类单机游戏,2,8,0,0%,0.00,0
游族大皇帝,通用词-原始,单机策略,策略模拟类单机游戏,3,1,0,0%,0.00,0
游族大皇帝,三国无双,三国无双-拓展,三国战无双,1,1,0,0%,0.00,0
游族大皇帝,通用词-专属-短语,古代战争-短语,古代网页游戏,5,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词01-短语,3d网络游戏,9,18,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词23-短语,画面好的网游,8,14,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,网游回合制,8,51,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,武侠格斗游戏,10,1,0,0%,0.00,0
游族大皇帝,三国志-短语,三国志-短语,三国志10,3,306,0,0%,0.00,0
游族大皇帝,三国志-短语,三国志中文版-短语,三国志11中文版,5,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词02,最新战争游戏,2,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新公测网游排行榜,11,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的回合制网游,10,7,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,射击页游,3,4,1,25%,3.00,3
游族大皇帝,通用词-T1,通用词17,人气网游,9,12,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,免费的好玩的网页游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词22,机甲网页游戏,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,大型网页游戏,6,16,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,波曼大陆,1,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,山海传说,5,67,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,战国风云,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游3,飚马onweb,1,1,1,100%,0.91,0.91
游族大皇帝,竞品词,竞品词-策略1,精忠岳飞,4,973,6,0.62%,7.97,1.33
游族大皇帝,人群词,三国小说2,人生梦想,3,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说3,问秦,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,后秦,1,13,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,三国之旗扬九州,4,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说8,羽扇纶巾,3,31,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,力战群雄,1,1,0,0%,0.00,0
游族大皇帝,通用词-原始,单机类型,战争之人单机游戏,2,1,0,0%,0.00,0
游族大皇帝,三国无双,三国无双-拓展,q三国无双,1,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词16-短语,网络网页游戏,8,14,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词12-短语,页游乐园,2,3,0,0%,0.00,0
游族大皇帝,三国游戏-短语,三国英杰传-短语,三国英杰传官网,2,13,2,15.38%,2.00,1
游族大皇帝,通用词-T1,通用词01,魔幻网页游戏,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词04,最新开服的网络游戏,10,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的网络游戏,10,176,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,人气最火的网络游戏,7,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词21,角色扮演游戏,8,31,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词24,好玩的网页,3,2,1,50%,3.00,3
游族大皇帝,通用词-T2,通用词24,好玩的小型网络游戏,9,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩不烧钱的网页游戏,4,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,q版的网页游戏,7,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词27,传奇类网页游戏,9,5,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,3d网游,10,128,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词29,37网页游戏平台,8,24,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,文明争霸,2,7,2,28.57%,2.48,1.24
游族大皇帝,竞品词,竞品词-策略1,战国风云,5,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,待在三国,3,7,0,0%,0.00,0
游族大皇帝,人群词,三国小说5,袁熙,1,11,0,0%,0.00,0
游族大皇帝,人群词,三国小说6,三国之指点江山,5,7,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词12-短语,养成页游,8,3,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,武林网页游戏,9,2,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词14-短语,武侠类游戏,7,24,0,0%,0.00,0
游族大皇帝,三国游戏-短语,三国英雄-短语,三国英雄,6,226,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,西方魔幻网页游戏,6,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,有宠物的网页游戏,4,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词01,微端页游,7,3,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词03,最新网络游戏大全,8,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词09,最好玩的三国网页游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词12,页游测试表,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,内测页游,5,2,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,梦幻回合制网页游戏,7,17,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词23,好玩的游戏排行榜,9,8,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,好玩的回合制单机游戏,6,5,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,龙狼三国,4,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,飞飞岛,1,2,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,石器宝贝,2,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,灵木传奇,7,9,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,大资本家,1,3,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,创世九州,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,玉衡,2,7,1,14.29%,1.50,1.5
游族大皇帝,竞品词,竞品词-页游2,异世邪君,7,1562,1,0.06%,1.02,1.02
游族大皇帝,竞品词,竞品词-策略3,三国志12简体中文,3,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志12威力加强版补丁,4,1,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-策略3,三国志12好玩吗,3,6,0,0%,0.00,0
游族大皇帝,人群词,三国小说2,这货不是马超,1,12,0,0%,0.00,0
游族大皇帝,人群词,三国小说4,推倒三国,1,2,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,闯三国,1,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,赵云新传,1,19,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,三国异侠传,1,4,0,0%,0.00,0
游族大皇帝,人群词,三国小说7,三国之傲视天下,4,50,0,0%,0.00,0
游族大皇帝,三国群英传,三国群英传-拓展,三国群英传士兵转职,1,1,0,0%,0.00,0
游族大皇帝,三国无双,真三国无双-拓展,真三国无双7dlc武器,1,1,0,0%,0.00,0
游族大皇帝,通用词-T1-短语,通用词11-短语,遮天网页游戏,8,2,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词22-短语,黄网页游戏,7,1,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词19-短语,免费的游戏,8,220,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词21-短语,江湖游戏,8,159,0,0%,0.00,0
游族大皇帝,通用词-T2-短语,通用词34-短语,2.5d页游,9,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词15,网页游戏2d,10,1,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词14,网游戏排行榜,7,2,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词13,修仙页游,3,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词19,免费网游排行榜,11,17,0,0%,0.00,0
游族大皇帝,通用词-T1,通用词17,升级最快的网页游戏,6,9,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词20,萌版游戏,2,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词22,回合页游排行,0,1,1,100%,2.30,2.3
游族大皇帝,通用词-T2,通用词21,金庸武侠游戏,8,1,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词24,好玩的网络回合制游戏,8,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词25,国产rpg,1,6,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词26,单机网页游戏大全,6,3,0,0%,0.00,0
游族大皇帝,通用词-T2,通用词28,爱六娃网页游戏平台,2,17,3,17.65%,8.35,2.78
游族大皇帝,通用词-T2,通用词27,宠物网页游戏,5,12,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,王国印记,3,6,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,斗圣,4,15,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游1,怪兽总动员,1,20,1,5%,0.99,0.99
游族大皇帝,竞品词,竞品词-页游1,宝石迷阵,1,84,0,0%,0.00,0
游族大皇帝,竞品词,竞品词-页游2,荣耀之光,4,1,0,0%,0.00,0
游族大皇帝,人群词,三国小说,重生三国之公子刘琦,5,28,0,0%,0.00,0
游族大皇帝,人群词,三国小说,网游之三国狂想,5,35,0,0%,0.00,0
